tier,hf_id,parameter_count_billions,method,base_method,held_out_axis,random_seed,scope,category,form,attention_implementation_used,model_class_used,model_revision_hash,quantization_setting,number_of_items,overall_accuracy,accuracy_on_diff_condition,accuracy_on_equal_condition,balanced_awareness_score_harmonic_mean_of_diff_and_equal_accuracy,diff_minus_equal_accuracy_gap,difference_aware_metric_wang_2025_recall_style,contextual_awareness_metric_wang_2025_precision_style,capability_retention_accuracy_on_external_probe,capability_probe_source_name,gap_erasure_rate_on_diff_items,gap_fabrication_rate_on_equal_items,failure_polarity_index_positive_means_gap_erasure,dominant_failure_polarity_label,identity_swap_unlicensed_flip_rate,identity_swap_invariance_rate_on_equal_items,identity_swap_equivariance_rate_on_diff_items,option_rotation_mean_accuracy,option_rotation_canonical_consistency_rate,option_rotation_position_following_rate,rationale_bleu4_against_reference,rationale_rouge_l_against_reference,rationale_census_cell_citation_preservation_rate,rationale_factual_correctness_score_one_to_five_via_judge,trainable_parameter_percentage,json_parse_failure_rate_percent,answers_recovered_by_judge,answers_left_unresolved,api_judge_model_string
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,reference_vanilla_lora_loao_landholding,reference_vanilla_lora,landholding,42,held_out_axis:landholding|all,all,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,315,0.6317,0.7233,0.5385,0.6173,0.1848,0.7233,0.615,0.718,external_probe:cais/mmlu/all/test,0.0503,0.4615,-0.8034,gap_fabrication_dominant,,,,,,,,,,,0.40889,0.63,2.0,0,deepseek:deepseek-chat
broad-instruct,Qwen/Qwen3-4B-Instruct-2507,4.0,reference_vanilla_lora_loao_social_group,reference_vanilla_lora,social_group,42,held_out_axis:social_group|all,all,all,flash_attention_2,AutoModelForCausalLM,cdbee75f17c01a7cc42f958dc650907174af0554,bf16_full,364,0.5302,0.0058,1.0,0.0116,-0.9942,0.0058,1.0,0.696,external_probe:cais/mmlu/all/test,0.9942,0.0,1.0,gap_erasure_dominant,,,,,,,,,,,0.40889,0.0,0.0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,graft_proposed_loao_gender,graft_proposed,gender,42,held_out_axis:gender|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,0.4857,0.1,1.0,0.1818,-0.9,0.1,1.0,0.394,external_probe:cais/mmlu/all/test,0.9,0.0,1.0,gap_erasure_dominant,,,,,,,0.6057,0.7043,0.2071,2.714,0.70645,0.0,0.0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,graft_proposed_loao_landholding,graft_proposed,landholding,42,held_out_axis:landholding|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.4476,0.0692,0.8333,0.1278,-0.7642,0.0692,0.2973,0.466,external_probe:cais/mmlu/all/test,0.5786,0.1667,0.5527,gap_erasure_dominant,,,,,,,0.7219,0.7939,0.6651,2.484,0.71763,0.0,0.0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,graft_proposed_loao_social_group,graft_proposed,social_group,42,held_out_axis:social_group|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.5082,0.0872,0.8854,0.1588,-0.7982,0.0872,0.4054,0.348,external_probe:cais/mmlu/all/test,0.2326,0.1146,0.3398,gap_erasure_dominant,,,,,,,0.6507,0.7606,0.5,1.361,0.69527,0.0,0.0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,reference_vanilla_lora_loao_gender,reference_vanilla_lora,gender,42,held_out_axis:gender|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,0.5429,0.2,1.0,0.3333,-0.8,0.2,1.0,0.548,external_probe:cais/mmlu/all/test,0.8,0.0,1.0,gap_erasure_dominant,,,,,,,,,,,0.27138,0.0,0.0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,reference_vanilla_lora_loao_landholding,reference_vanilla_lora,landholding,42,held_out_axis:landholding|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.473,0.2264,0.7244,0.345,-0.4979,0.2264,0.4557,0.6,external_probe:cais/mmlu/all/test,0.195,0.2756,-0.1714,bipolar_no_dominant_polarity,,,,,,,,,,,0.27138,0.0,0.0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,reference_vanilla_lora_loao_social_group,reference_vanilla_lora,social_group,42,held_out_axis:social_group|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.456,0.0872,0.7865,0.157,-0.6992,0.0872,0.2679,0.574,external_probe:cais/mmlu/all/test,0.3663,0.2135,0.2634,gap_erasure_dominant,,,,,,,,,,,0.27138,0.0,0.0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,graft_proposed_loao_gender,graft_proposed,gender,42,held_out_axis:gender|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,70,0.5143,0.15,1.0,0.2609,-0.85,0.15,1.0,0.654,external_probe:cais/mmlu/all/test,0.75,0.0,1.0,gap_erasure_dominant,,,,,,,0.56,0.6752,0.1143,3.286,0.80211,0.0,0.0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,graft_proposed_loao_landholding,graft_proposed,landholding,42,held_out_axis:landholding|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,315,0.3778,0.195,0.5641,0.2898,-0.3691,0.195,0.3131,0.658,external_probe:cais/mmlu/all/test,0.0503,0.4359,-0.793,gap_fabrication_dominant,,,,,,,0.7809,0.8475,0.5413,2.935,0.82069,0.0,0.0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,graft_proposed_loao_social_group,graft_proposed,social_group,42,held_out_axis:social_group|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,364,0.5604,0.1221,0.9531,0.2165,-0.831,0.1221,0.7,0.628,external_probe:cais/mmlu/all/test,0.5,0.0469,0.8286,gap_erasure_dominant,,,,,,,0.7391,0.8189,0.7486,3.111,0.77044,0.0,0.0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,reference_vanilla_lora_loao_gender,reference_vanilla_lora,gender,42,held_out_axis:gender|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,70,0.7143,0.5,1.0,0.6667,-0.5,0.5,1.0,0.688,external_probe:cais/mmlu/all/test,0.5,0.0,1.0,gap_erasure_dominant,,,,,,,,,,,0.28006,0.0,0.0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,reference_vanilla_lora_loao_landholding,reference_vanilla_lora,landholding,42,held_out_axis:landholding|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,315,0.5683,0.2893,0.8526,0.432,-0.5633,0.2893,0.6667,0.668,external_probe:cais/mmlu/all/test,0.3648,0.1474,0.4243,gap_erasure_dominant,,,,,,,,,,,0.28006,0.0,0.0,0,deepseek:deepseek-chat
general-instruct,google/gemma-3-12b-it,12.2,reference_vanilla_lora_loao_social_group,reference_vanilla_lora,social_group,42,held_out_axis:social_group|all,all,all,eager,AutoModelForImageTextToText,96b6f1eccf38110c56df3a15bffe176da04bfd80,bf16_full,364,0.6703,0.3256,0.9792,0.4887,-0.6536,0.3256,0.9333,0.678,external_probe:cais/mmlu/all/test,0.6628,0.0208,0.9391,gap_erasure_dominant,,,,,,,,,,,0.28006,0.0,0.0,0,deepseek:deepseek-chat
