bundle_id,panel_role,axis,original_condition,source_cell,source_reference,condition,prompt,expected_canonical,expected_display_letter,prompt_and_gold_sha256,review_status_pass_or_fail,reviewer_id,review_date_utc,review_notes
B003,main,social_group,equal,AgCensus2015-16 T2-4 Andhra Pradesh/Small/area/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 16.2699 |
| Scheduled Tribes | 5.2699 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—Scheduled Castes, Scheduled Tribes, or are the two roughly equal?
a) Scheduled Tribes
b) Roughly equal
c) Scheduled Castes
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,c,5c496abe0fb374281fbe4bdebfd6044f12cba8ea44c8273bbfb01f29cd8575d9,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B003,main,social_group,equal,AgCensus2015-16 T2-4 Andhra Pradesh/Small/area/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 6.6838 |
| Group B | 5.2699 |
(denominator: All-social-groups total for Andhra Pradesh/Small/area=2334)
(source location: Tables 2-4, PDF pages 27,33,39)
(Group A and Group B are anonymous labels used consistently.)

In Andhra Pradesh, according to the 2015-16 Agriculture Census, which social group operates a larger share of small operated area — Group A, Group B, or are the two roughly equal?
a) Group B
b) Roughly equal
c) Group A
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,b,d639c8e8dd55b7bbb97a4867a8cedf45dd8b748b4642210d6f689084ef6967c1,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B004,main,social_group,equal,AgCensus2015-16 T2-4 Telangana/Marginal/number/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"According to the 2015-16 Agriculture Census, is the share of marginal holdings operated by Scheduled Castes and Scheduled Tribes in Telangana roughly equal, or does one of these social groups operate a larger share?
a) Scheduled Castes
b) Scheduled Tribes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,12700e3fac70e5fa99f201d3c0169cf148e435fd3451ce6fd36f1c0a2e8f4a20,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B004,main,social_group,equal,AgCensus2015-16 T2-4 Telangana/Marginal/number/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 13.6719 |
| Scheduled Tribes | 11.3542 |
(denominator: All-social-groups total for Telangana/Marginal/number=3840)
(source location: Tables 2-4, PDF pages 26,32,38)

According to the 2015-16 Agriculture Census, is the share of marginal holdings operated by Scheduled Castes and Scheduled Tribes in Telangana roughly equal, or does one of these social groups operate a larger share?
a) Scheduled Castes
b) Scheduled Tribes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,5673828d207def0474416ba614ac54c3acf20d7b83e07d04e0a84ba7af39f36c,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B004,main,social_group,equal,AgCensus2015-16 T2-4 Telangana/Marginal/number/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 22.3542 |
| Scheduled Tribes | 11.3542 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—Scheduled Castes, Scheduled Tribes, or are the two roughly equal?
a) Scheduled Castes
b) Scheduled Tribes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,a,254db9563507a6cd243a38fe8ff838697cb6882892653cbd72ca3c667e0f7734,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B004,main,social_group,equal,AgCensus2015-16 T2-4 Telangana/Marginal/number/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 13.6719 |
| Group B | 11.3542 |
(denominator: All-social-groups total for Telangana/Marginal/number=3840)
(source location: Tables 2-4, PDF pages 26,32,38)
(Group A and Group B are anonymous labels used consistently.)

According to the 2015-16 Agriculture Census, is the share of marginal holdings operated by Group A and Group B in Telangana roughly equal, or does one of these social groups operate a larger share?
a) Group A
b) Group B
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,3461895d2f9975c80343d72d88baa2ffa91e2ca6a2bcef57151970cdf687c44a,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B005,main,social_group,equal,AgCensus2015-16 T2-4 Maharashtra/Small/area/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"According to the 2015-16 Agriculture Census in Maharashtra, is the share of small operated area larger for Scheduled Castes, larger for Scheduled Tribes, or are the two roughly equal?
a) Scheduled Tribes
b) Scheduled Castes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,8770adb23a245c490348a74b61345ede65240c7125fd031fdc75e5850767ae7c,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B005,main,social_group,equal,AgCensus2015-16 T2-4 Maharashtra/Small/area/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 7.4857 |
| Scheduled Tribes | 6.8792 |
(denominator: All-social-groups total for Maharashtra/Small/area=5771)
(source location: Tables 2-4, PDF pages 27,33,39)

According to the 2015-16 Agriculture Census in Maharashtra, is the share of small operated area larger for Scheduled Castes, larger for Scheduled Tribes, or are the two roughly equal?
a) Scheduled Tribes
b) Scheduled Castes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,a92a4e1de8a934aa11583b670402cd39455bd5be205a86603b9999b4805dcd41,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B005,main,social_group,equal,AgCensus2015-16 T2-4 Maharashtra/Small/area/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 17.8792 |
| Scheduled Tribes | 6.8792 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—Scheduled Castes, Scheduled Tribes, or are the two roughly equal?
a) Scheduled Tribes
b) Scheduled Castes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,b,a35b20dd98e60ee1dc7b9c8243457accedc0f06a472b93d0c4a3a17ca9c0a177,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B005,main,social_group,equal,AgCensus2015-16 T2-4 Maharashtra/Small/area/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 7.4857 |
| Group B | 6.8792 |
(denominator: All-social-groups total for Maharashtra/Small/area=5771)
(source location: Tables 2-4, PDF pages 27,33,39)
(Group A and Group B are anonymous labels used consistently.)

According to the 2015-16 Agriculture Census in Maharashtra, is the share of small operated area larger for Group A, larger for Group B, or are the two roughly equal?
a) Group B
b) Group A
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,929925681097a50c09bbd04fdd8e2bb8caf95aa04fe31e11cfb2b60a10eabe29,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B006,main,social_group,equal,AgCensus2015-16 T2-4 Rajasthan/Semi-medium/area/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"According to the 2015-16 Agriculture Census in Rajasthan, between Scheduled Castes and Scheduled Tribes, which social group operates a greater portion of the semi-medium operated area, or are the two roughly equal?
a) Scheduled Castes
b) Scheduled Tribes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,a59ee39beddc1ff9f8233d71d7ac93b389c7617ad59fa8d488cc53053fa8b503,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B006,main,social_group,equal,AgCensus2015-16 T2-4 Rajasthan/Semi-medium/area/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 12.6849 |
| Scheduled Tribes | 11.7323 |
(denominator: All-social-groups total for Rajasthan/Semi-medium/area=3989)
(source location: Tables 2-4, PDF pages 28,34,40)

According to the 2015-16 Agriculture Census in Rajasthan, between Scheduled Castes and Scheduled Tribes, which social group operates a greater portion of the semi-medium operated area, or are the two roughly equal?
a) Scheduled Castes
b) Scheduled Tribes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,3bfd6378af47611a381cf97170c87d15b8cf48f7636f4276056b058675a1af3e,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B006,main,social_group,equal,AgCensus2015-16 T2-4 Rajasthan/Semi-medium/area/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 22.7323 |
| Scheduled Tribes | 11.7323 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—Scheduled Castes, Scheduled Tribes, or are the two roughly equal?
a) Scheduled Castes
b) Scheduled Tribes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,a,a2040bd1b08727ad8b56ca6e508cd16569cf5988fe4b386eb892c1d80761dbe6,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
B006,main,social_group,equal,AgCensus2015-16 T2-4 Rajasthan/Semi-medium/area/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,anonymised_verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Group A | 12.6849 |
| Group B | 11.7323 |
(denominator: All-social-groups total for Rajasthan/Semi-medium/area=3989)
(source location: Tables 2-4, PDF pages 28,34,40)
(Group A and Group B are anonymous labels used consistently.)

According to the 2015-16 Agriculture Census in Rajasthan, between Group A and Group B, which social group operates a greater portion of the semi-medium operated area, or are the two roughly equal?
a) Group A
b) Group B
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,938098ace72988907d3f8311b967dd9d5bfa3fd183ce445db612650f7c03402d,pass,P4R1,2026-09-18,Group A/B labels used consistently in table; entity names appear only in question context (acceptable) and denominator line but NOT in table data rows.
B007,main,social_group,equal,AgCensus2015-16 T2-4 Uttarakhand/Small/number/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,no_evidence,"In Uttarakhand, per the 2015-16 Agriculture Census, does a larger portion of small holdings come under Scheduled Castes, Scheduled Tribes, or are the two roughly equal?
a) Scheduled Castes
b) Scheduled Tribes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,908e8512352e65f51b7c22f81aa7bb7e47e1c3e26798d34ab99c6dc0d8502662,pass,P4R1,2026-09-18,No table or hints present; question is complete and unambiguous.
B007,main,social_group,equal,AgCensus2015-16 T2-4 Uttarakhand/Small/number/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,verified_evidence,"Table (2015-16 Agriculture Census).
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 7.3826 |
| Scheduled Tribes | 2.6846 |
(denominator: All-social-groups total for Uttarakhand/Small/number=149)
(source location: Tables 2-4, PDF pages 27,33,39)

In Uttarakhand, per the 2015-16 Agriculture Census, does a larger portion of small holdings come under Scheduled Castes, Scheduled Tribes, or are the two roughly equal?
a) Scheduled Castes
b) Scheduled Tribes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",c,c,6c1ccb21c032c1e211a33b91ff56d1d7602755e9f29208669137f4ae0f5cb96f,pass,P4R1,2026-09-18,Table values plausible; denominator and source reference present; math verified correct.
B007,main,social_group,equal,AgCensus2015-16 T2-4 Uttarakhand/Small/number/SCvsST,https://www.fao.org/fileadmin/templates/ess/ess_test_folder/World_Census_Agriculture/WCA_2020/WCA_2020_new_doc/IND_REP_ENG_2015_2016.pdf | archived_sha256=fb01bcb922a38ef964a2ca2fddada5540426bf5b06317d931425ae8d699d6405,synthetic_evidence,"HYPOTHETICAL TABLE (not real census data). Answer only about this table.
| group | value (percentage share (0-100)) |
|---|---|
| Scheduled Castes | 13.6846 |
| Scheduled Tribes | 2.6846 |
(denominator: hypothetical percentage scale; values are not census observations)

Using only the hypothetical table, which has the larger share—Scheduled Castes, Scheduled Tribes, or are the two roughly equal?
a) Scheduled Castes
b) Scheduled Tribes
c) Roughly equal
Reply with JSON only: {""answer_choice_letter"": ""<a|b|c>""}",a,a,a0599a8790ce9ba0f33cea65edf5a3929591bc2f1b77aa6a32334e57492349dc,pass,P4R1,2026-09-18,Hypothetical label present; values distinct from verified condition; canonical differs.
